,Tp,Te,Hs,Pw
0,1.7505000000000002,1.5,0.25,17.658855677143787
1,2.9175,2.5,0.25,104.87886215399107
2,2.9175,2.5,0.75,897.8149640432697
3,4.0845,3.5,0.25,160.97801686341796
4,4.0845,3.5,0.75,1394.8739731922142
5,4.0845,3.5,1.25,3778.6883524489344
6,5.2515,4.5,0.25,188.8817970365251
7,5.2515,4.5,0.75,1599.4940667193425
8,5.2515,4.5,1.25,4304.864042207677
9,5.2515,4.5,1.75,8109.871607639578
10,6.4185,5.5,0.25,185.44941224276565
11,6.4185,5.5,0.75,1508.836281039697
12,6.4185,5.5,1.25,3898.029008739345
13,6.4185,5.5,1.75,7403.05213013368
14,6.4185,5.5,2.25,11759.501704543143
15,7.585500000000001,6.5,0.25,153.5343836979021
16,7.585500000000001,6.5,0.75,1196.7999513176364
17,7.585500000000001,6.5,1.25,3163.9231777796567
18,7.585500000000001,6.5,1.75,5809.540087131638
19,7.585500000000001,6.5,2.25,9287.19208628048
20,7.585500000000001,6.5,2.75,13534.950284977602
21,7.585500000000001,6.5,3.25,18672.79564527733
22,7.585500000000001,6.5,3.75,24237.476316509223
23,8.7525,7.5,0.25,116.23757778837688
24,8.7525,7.5,0.75,886.0257455498571
25,8.7525,7.5,1.25,2314.876410136642
26,8.7525,7.5,1.75,4260.046741663048
27,8.7525,7.5,2.25,7028.128557127425
28,8.7525,7.5,2.75,10273.544293518622
29,8.7525,7.5,3.25,14631.016747670104
30,8.7525,7.5,3.75,18839.81612953944
31,8.7525,7.5,4.25,24435.81382063434
32,9.919500000000001,8.5,0.25,81.19225293846571
33,9.919500000000001,8.5,0.75,660.9455714455928
34,9.919500000000001,8.5,1.25,1691.4530603748908
35,9.919500000000001,8.5,1.75,3217.6342999981302
36,9.919500000000001,8.5,2.25,5148.187913254083
37,9.919500000000001,8.5,2.75,7884.752128062219
38,9.919500000000001,8.5,3.25,10923.72636135691
39,9.919500000000001,8.5,3.75,14448.552123456398
40,9.919500000000001,8.5,4.25,18556.837707347397
41,9.919500000000001,8.5,4.75,23535.03047292035
42,9.919500000000001,8.5,5.25,28606.68060785834
43,11.086500000000001,9.5,0.25,59.206289153971774
44,11.086500000000001,9.5,0.75,463.08023771932494
45,11.086500000000001,9.5,1.25,1233.257096773752
46,11.086500000000001,9.5,1.75,2450.586726733437
47,11.086500000000001,9.5,2.25,3947.6187021606083
48,11.086500000000001,9.5,2.75,6072.086581278261
49,11.086500000000001,9.5,3.25,8175.97077782953
50,11.086500000000001,9.5,3.75,10540.543560147536
