,Tp,Te,Hs,Pw
0,1.7505000000000002,1.5,0.25,83.55029030491596
1,2.9175,2.5,0.25,675.4782075811672
2,2.9175,2.5,0.75,5111.620239060763
3,4.0845,3.5,0.25,1166.8751458586955
4,4.0845,3.5,0.75,5905.822797737115
5,4.0845,3.5,1.25,11199.489720154128
6,5.2515,4.5,0.25,1032.1873071176178
7,5.2515,4.5,0.75,4005.4096176584317
8,5.2515,4.5,1.25,6827.1083350716335
9,5.2515,4.5,1.75,9206.732091463224
10,6.4185,5.5,0.25,990.4035127789476
11,6.4185,5.5,0.75,3434.0931853715147
12,6.4185,5.5,1.25,5576.213336349589
13,6.4185,5.5,1.75,7438.735385607228
14,6.4185,5.5,2.25,9298.658723859515
15,7.585500000000001,6.5,0.25,779.8109536939094
16,7.585500000000001,6.5,0.75,2664.59374506401
17,7.585500000000001,6.5,1.25,4409.808321946663
18,7.585500000000001,6.5,1.75,5774.972853851525
19,7.585500000000001,6.5,2.25,7150.47940743257
20,7.585500000000001,6.5,2.75,8700.249010141526
21,8.7525,7.5,0.25,579.0208297270335
22,8.7525,7.5,0.75,2101.6779640858076
23,8.7525,7.5,1.25,3457.039147385485
24,8.7525,7.5,1.75,4596.622580616764
25,8.7525,7.5,2.25,5737.0203619540025
26,8.7525,7.5,2.75,6970.2730413786185
27,9.919500000000001,8.5,0.25,448.28560059888486
28,9.919500000000001,8.5,0.75,1676.4666696545892
29,9.919500000000001,8.5,1.25,2820.684065948785
30,9.919500000000001,8.5,1.75,3917.1985565424866
31,9.919500000000001,8.5,2.25,4746.140275637861
32,9.919500000000001,8.5,2.75,5640.296125270789
33,11.086500000000001,9.5,0.25,329.95044640671074
34,11.086500000000001,9.5,0.75,1363.2930762652272
35,11.086500000000001,9.5,1.25,2292.237424455937
36,11.086500000000001,9.5,1.75,3160.5880768396273
37,11.086500000000001,9.5,2.25,3948.1952887909833
38,11.086500000000001,9.5,2.75,4824.668913542795
39,12.2535,10.5,0.25,238.52878807324137
40,12.2535,10.5,0.75,1100.7313031968893
41,12.2535,10.5,1.25,1928.650599609156
42,12.2535,10.5,1.75,2749.332010288484
43,12.2535,10.5,2.25,3493.5696779442933
44,12.2535,10.5,2.75,4124.3391452657925
45,13.4205,11.5,0.25,179.95171852048114
46,13.4205,11.5,0.75,880.084833048637
