,Tp,Te,Hs,Pw
0,1.7505000000000002,1.5,0.25,30.17704719099669
1,2.9175,2.5,0.25,95.99690985994332
2,2.9175,2.5,0.75,827.542063046111
3,4.0845,3.5,0.25,68.13718448087852
4,4.0845,3.5,0.75,581.2295564526238
5,4.0845,3.5,1.25,1553.6100729604473
6,5.2515,4.5,0.25,34.8576335633233
7,5.2515,4.5,0.75,300.9774039928202
8,5.2515,4.5,1.25,810.5013343125448
9,5.2515,4.5,1.75,1541.3171710118927
10,6.4185,5.5,0.25,18.028805934950192
11,6.4185,5.5,0.75,155.7596153925801
12,6.4185,5.5,1.25,424.78265727987645
13,6.4185,5.5,1.75,818.8995888740556
14,6.4185,5.5,2.25,1364.2074036777008
15,7.585500000000001,6.5,0.25,9.769416344252999
16,7.585500000000001,6.5,0.75,85.21600096845162
17,7.585500000000001,6.5,1.25,233.91627079306113
18,7.585500000000001,6.5,1.75,451.082545847551
19,7.585500000000001,6.5,2.25,732.5995245879908
20,7.585500000000001,6.5,2.75,1088.3926444241483
21,7.585500000000001,6.5,3.25,1508.264071029923
22,7.585500000000001,6.5,3.75,1947.980464140985
23,8.7525,7.5,0.25,5.570266037182809
24,8.7525,7.5,0.75,49.26077062265831
25,8.7525,7.5,1.25,135.86180530872784
26,8.7525,7.5,1.75,261.3121330067026
27,8.7525,7.5,2.25,429.46343859148976
28,8.7525,7.5,2.75,631.8828015586095
29,8.7525,7.5,3.25,873.6031389327406
30,8.7525,7.5,3.75,1150.945183528408
31,8.7525,7.5,4.25,1476.6246362778306
32,9.919500000000001,8.5,0.25,3.356266251043373
33,9.919500000000001,8.5,0.75,29.891412018694574
34,9.919500000000001,8.5,1.25,81.87637817909224
35,9.919500000000001,8.5,1.75,159.0496498602276
36,9.919500000000001,8.5,2.25,261.3308812270959
37,9.919500000000001,8.5,2.75,386.4051066478243
38,9.919500000000001,8.5,3.25,532.8692244653801
39,9.919500000000001,8.5,3.75,705.5455551619631
40,9.919500000000001,8.5,4.25,892.1232466394843
41,9.919500000000001,8.5,4.75,1102.4279800123459
42,9.919500000000001,8.5,5.25,1349.3480333820485
43,11.086500000000001,9.5,0.25,2.101729716420093
44,11.086500000000001,9.5,0.75,18.668013770342796
45,11.086500000000001,9.5,1.25,51.30100820888772
46,11.086500000000001,9.5,1.75,100.29816865795695
47,11.086500000000001,9.5,2.25,164.58327295713286
48,11.086500000000001,9.5,2.75,243.90723877644422
49,11.086500000000001,9.5,3.25,336.2172229659229
50,11.086500000000001,9.5,3.75,441.79131118408236
51,11.086500000000001,9.5,4.25,570.8167575911274
52,11.086500000000001,9.5,4.75,703.2151202717616
53,11.086500000000001,9.5,5.25,859.201704089422
54,11.086500000000001,9.5,5.75,1026.14414213242
55,11.086500000000001,9.5,6.25,1201.2775297728685
56,12.2535,10.5,0.25,1.3469529965372344
57,12.2535,10.5,0.75,12.044158705705996
58,12.2535,10.5,1.25,33.25614211351386
59,12.2535,10.5,1.75,64.78406296295127
60,12.2535,10.5,2.25,106.2013430620421
61,12.2535,10.5,2.75,157.54109882172438
62,12.2535,10.5,3.25,218.2921124862574
63,12.2535,10.5,3.75,290.00479685196103
64,12.2535,10.5,4.25,369.51140289199964
65,12.2535,10.5,4.75,460.0490499565392
66,12.2535,10.5,5.25,558.5253058477426
67,12.2535,10.5,5.75,665.3740980625042
68,12.2535,10.5,6.25,783.229195426466
69,12.2535,10.5,6.75,913.8049105972159
70,12.2535,10.5,7.25,1031.1547504994437
71,12.2535,10.5,7.75,1197.4065795560387
72,12.2535,10.5,8.25,1327.7267471058271
73,13.4205,11.5,0.25,0.8850132051293633
74,13.4205,11.5,0.75,7.959321621481811
75,13.4205,11.5,1.25,21.981260609082433
76,13.4205,11.5,1.75,42.72671278294344
77,13.4205,11.5,2.25,70.11745528075662
78,13.4205,11.5,2.75,104.77188016269102
79,13.4205,11.5,3.25,145.20546562753069
80,13.4205,11.5,3.75,193.54858330473914
81,13.4205,11.5,4.25,246.80336877815256
82,13.4205,11.5,4.75,306.10143597243484
83,13.4205,11.5,5.25,372.26231716689404
84,13.4205,11.5,5.75,443.46557947325306
85,13.4205,11.5,6.25,523.8089839533698
86,13.4205,11.5,6.75,608.7537703592235
87,13.4205,11.5,7.25,699.4776556523163
88,13.4205,11.5,7.75,796.3386068623358
89,13.4205,11.5,8.25,903.0934630361746
90,13.4205,11.5,8.75,1000.2321423632525
91,14.5875,12.5,0.25,0.6166721666340449
92,14.5875,12.5,0.75,5.5269285225477764
