,Tp,Te,Hs,Pw
223,22.7565,19.5,3.25,80.19857311605955
224,22.7565,19.5,3.75,138.99888989307328
225,22.7565,19.5,4.25,202.7313913255531
226,22.7565,19.5,4.75,236.1316529197373
227,22.7565,19.5,5.25,315.6427891625441
228,22.7565,19.5,5.75,424.3506816566015
229,22.7565,19.5,6.25,536.1797736327037
230,22.7565,19.5,6.75,637.8991424350974
231,22.7565,19.5,7.25,724.8369856778298
232,22.7565,19.5,7.75,876.1872014260773
233,22.7565,19.5,8.25,1151.1494603241172
234,22.7565,19.5,8.75,1313.3821021816532
235,23.9235,20.5,0.25,0.060345609633202374
236,23.9235,20.5,0.75,0.9459422693730885
237,23.9235,20.5,1.25,4.06795400314712
238,23.9235,20.5,1.75,11.90140243836858
239,23.9235,20.5,2.25,26.506314367065748
240,23.9235,20.5,2.75,52.34012894012673
241,23.9235,20.5,3.25,71.14387246338957
242,23.9235,20.5,3.75,102.63826351721495
243,23.9235,20.5,4.25,156.26715714209874
244,23.9235,20.5,4.75,202.37269667257496
245,23.9235,20.5,5.25,273.7097221801643
246,23.9235,20.5,5.75,400.6407509579138
247,23.9235,20.5,6.25,442.5778015198406
248,23.9235,20.5,6.75,569.1063831398603
249,23.9235,20.5,7.25,619.5993416382519
250,23.9235,20.5,7.75,789.8135915618694
251,23.9235,20.5,8.25,900.5834030658699
252,23.9235,20.5,8.75,1254.6597472019023
253,25.090500000000002,21.5,0.25,0.0466709093909681
254,25.090500000000002,21.5,0.75,0.7696720451520889
255,25.090500000000002,21.5,1.25,3.844792763039141
256,25.090500000000002,21.5,1.75,9.494479367161127
257,25.090500000000002,21.5,2.25,23.170231518379783
258,25.090500000000002,21.5,2.75,37.045855685897955
259,25.090500000000002,21.5,3.25,57.60334445956867
260,25.090500000000002,21.5,3.75,101.20379871552805
261,25.090500000000002,21.5,4.25,121.44252107310807
262,25.090500000000002,21.5,4.75,162.8482515389203
263,25.090500000000002,21.5,5.25,250.0152585797972
264,25.090500000000002,21.5,5.75,311.8756893675614
265,25.090500000000002,21.5,6.25,435.64023854756374
266,25.090500000000002,21.5,6.75,530.6117959626407
267,25.090500000000002,21.5,7.25,584.9723696000191
268,25.090500000000002,21.5,7.75,717.4112935679127
269,25.090500000000002,21.5,8.25,828.5054157268182
270,25.090500000000002,21.5,8.75,1039.097209088122
271,26.2575,22.5,0.25,0.03605866104038298
272,26.2575,22.5,0.75,0.6866862633957828
273,26.2575,22.5,1.25,2.870615260771774
274,26.2575,22.5,1.75,8.344097095414488
275,26.2575,22.5,2.25,18.606629637382007
276,26.2575,22.5,2.75,32.41318591618103
277,26.2575,22.5,3.25,53.20594838592012
278,26.2575,22.5,3.75,73.14191072012166
279,26.2575,22.5,4.25,119.04975957630843
280,26.2575,22.5,4.75,171.70344672819604
281,26.2575,22.5,5.25,172.70756837050547
282,26.2575,22.5,5.75,270.7585544255984
283,26.2575,22.5,6.25,329.10223904894286
284,26.2575,22.5,6.75,480.49501823713655
285,26.2575,22.5,7.25,489.2700663054803
286,26.2575,22.5,7.75,636.2938901513319
287,26.2575,22.5,8.25,722.4334356202412
288,26.2575,22.5,8.75,825.2271014789382
