,Tp,Te,Hs,Pw
0,1.7505000000000002,1.5,0.25,12.008989071682121
1,2.9175,2.5,0.25,77.08946844051256
2,2.9175,2.5,0.75,647.4293908121406
3,4.0845,3.5,0.25,141.88009549949615
4,4.0845,3.5,0.75,1203.6831616919653
5,4.0845,3.5,1.25,3255.643379769956
6,5.2515,4.5,0.25,184.80038663269968
7,5.2515,4.5,0.75,1562.613494909604
8,5.2515,4.5,1.25,4196.242575630698
9,5.2515,4.5,1.75,8023.753060096183
10,6.4185,5.5,0.25,200.13977628457266
11,6.4185,5.5,0.75,1687.3648253458223
12,6.4185,5.5,1.25,4542.180181005392
13,6.4185,5.5,1.75,8690.313917501939
14,6.4185,5.5,2.25,14195.965054277129
15,7.585500000000001,6.5,0.25,194.80123643117028
16,7.585500000000001,6.5,0.75,1675.71375151076
17,7.585500000000001,6.5,1.25,4488.586539505808
18,7.585500000000001,6.5,1.75,8649.654102376635
19,7.585500000000001,6.5,2.25,13957.189887434322
20,7.585500000000001,6.5,2.75,20439.003523150594
21,7.585500000000001,6.5,3.25,28411.086203810686
22,7.585500000000001,6.5,3.75,38164.925470355316
23,8.7525,7.5,0.25,188.81284839805102
24,8.7525,7.5,0.75,1602.6257400782235
25,8.7525,7.5,1.25,4266.3885493366215
26,8.7525,7.5,1.75,8250.958552519161
27,8.7525,7.5,2.25,13785.840994898907
28,8.7525,7.5,2.75,20352.548693456054
29,8.7525,7.5,3.25,28249.898837142428
30,8.7525,7.5,3.75,37255.58758541914
31,8.7525,7.5,4.25,45858.491601316666
32,9.919500000000001,8.5,0.25,178.34001152412918
33,9.919500000000001,8.5,0.75,1477.4001722015996
34,9.919500000000001,8.5,1.25,4140.304819966883
35,9.919500000000001,8.5,1.75,7808.086795585763
36,9.919500000000001,8.5,2.25,12512.283105740351
37,9.919500000000001,8.5,2.75,18973.87408825984
38,9.919500000000001,8.5,3.25,25778.45259400722
39,9.919500000000001,8.5,3.75,33191.73936799571
40,9.919500000000001,8.5,4.25,43104.32241119477
41,9.919500000000001,8.5,4.75,55315.87386824648
42,9.919500000000001,8.5,5.25,66450.79022141002
43,11.086500000000001,9.5,0.25,174.49799952044984
44,11.086500000000001,9.5,0.75,1383.284470029556
45,11.086500000000001,9.5,1.25,3634.5965792211878
46,11.086500000000001,9.5,1.75,7525.135863492326
47,11.086500000000001,9.5,2.25,11719.90162410594
48,11.086500000000001,9.5,2.75,18313.124262413945
49,11.086500000000001,9.5,3.25,23127.705747902368
50,11.086500000000001,9.5,3.75,30997.955619052667
51,11.086500000000001,9.5,4.25,41889.424563640205
52,11.086500000000001,9.5,4.75,49705.20358473881
53,11.086500000000001,9.5,5.25,59922.932817379224
54,11.086500000000001,9.5,5.75,73091.0403785184
55,11.086500000000001,9.5,6.25,83751.74119397957
56,12.2535,10.5,0.25,148.3607952510836
57,12.2535,10.5,0.75,1235.1494615206152
58,12.2535,10.5,1.25,3295.863035611463
59,12.2535,10.5,1.75,6648.35901470966
60,12.2535,10.5,2.25,11363.946642051675
61,12.2535,10.5,2.75,15697.357508825631
62,12.2535,10.5,3.25,21352.759119852282
63,12.2535,10.5,3.75,30151.46070895223
64,12.2535,10.5,4.25,37988.02372083819
65,12.2535,10.5,4.75,43792.71463243957
66,12.2535,10.5,5.25,54123.8672774449
67,12.2535,10.5,5.75,69209.8623218362
68,12.2535,10.5,6.25,73875.94294885565
69,12.2535,10.5,6.75,83982.16536362814
70,12.2535,10.5,7.25,95188.42145550261
71,12.2535,10.5,7.75,105826.55427300761
72,12.2535,10.5,8.25,128274.38991248382
73,13.4205,11.5,0.25,131.5797007567568
74,13.4205,11.5,0.75,1114.8617007107873
75,13.4205,11.5,1.25,3066.4160974575566
76,13.4205,11.5,1.75,6073.154083780972
77,13.4205,11.5,2.25,10142.821813542136
78,13.4205,11.5,2.75,14706.309885451612
79,13.4205,11.5,3.25,19717.224526238573
80,13.4205,11.5,3.75,26471.914290657674
81,13.4205,11.5,4.25,32875.2228066469
82,13.4205,11.5,4.75,39814.34902188615
83,13.4205,11.5,5.25,49817.96503778859
84,13.4205,11.5,5.75,58414.103654002545
85,13.4205,11.5,6.25,67725.52417867209
86,13.4205,11.5,6.75,76533.90983692803
87,13.4205,11.5,7.25,85210.57281415611
88,13.4205,11.5,7.75,96839.59855315254
89,13.4205,11.5,8.25,111427.47796677028
90,13.4205,11.5,8.75,120035.03668724823
91,14.5875,12.5,0.25,116.81751095858385
92,14.5875,12.5,0.75,1065.7465140525953
93,14.5875,12.5,1.25,2884.230638638576
94,14.5875,12.5,1.75,5173.781903599749
95,14.5875,12.5,2.25,9295.212552402874
96,14.5875,12.5,2.75,12993.35821907982
97,14.5875,12.5,3.25,17911.087782567676
98,14.5875,12.5,3.75,23659.25970265994
99,14.5875,12.5,4.25,30139.597552941672
100,14.5875,12.5,4.75,37679.794147800785
101,14.5875,12.5,5.25,42900.10350736733
102,14.5875,12.5,5.75,50267.893399371096
103,14.5875,12.5,6.25,59867.27699368576
104,14.5875,12.5,6.75,67173.6140614475
105,14.5875,12.5,7.25,74128.30509143653
106,14.5875,12.5,7.75,87861.33316372862
107,14.5875,12.5,8.25,100348.1963968314
108,14.5875,12.5,8.75,104641.66317459637
109,15.7545,13.5,0.25,110.71080680221459
110,15.7545,13.5,0.75,987.6326092679669
111,15.7545,13.5,1.25,2775.3736795104273
112,15.7545,13.5,1.75,5233.850402079406
113,15.7545,13.5,2.25,8285.184345257112
114,15.7545,13.5,2.75,12620.946578492472
115,15.7545,13.5,3.25,17061.468941386018
116,15.7545,13.5,3.75,21859.762245984137
117,15.7545,13.5,4.25,28422.016470666942
118,15.7545,13.5,4.75,33309.491421488296
119,15.7545,13.5,5.25,39768.74193066081
120,15.7545,13.5,5.75,48113.82836549119
121,15.7545,13.5,6.25,55895.63271624849
122,15.7545,13.5,6.75,64275.30457175609
123,15.7545,13.5,7.25,71990.04410384338
124,15.7545,13.5,7.75,84580.53996885013
125,15.7545,13.5,8.25,88702.76151504827
126,15.7545,13.5,8.75,93071.6928826891
127,16.9215,14.5,0.25,102.4331378728583
128,16.9215,14.5,0.75,863.1636080169914
129,16.9215,14.5,1.25,2430.948799143043
130,16.9215,14.5,1.75,4725.120613207417
131,16.9215,14.5,2.25,7381.381583039105
132,16.9215,14.5,2.75,11308.508640835156
133,16.9215,14.5,3.25,15463.630297047941
134,16.9215,14.5,3.75,21026.80998832721
135,16.9215,14.5,4.25,25683.6832484315
136,16.9215,14.5,4.75,31413.103732690026
137,16.9215,14.5,5.25,35387.54403736984
138,16.9215,14.5,5.75,43218.467361179384
139,16.9215,14.5,6.25,55393.866325252384
140,16.9215,14.5,6.75,57377.34095326217
141,16.9215,14.5,7.25,63422.74061142476
142,16.9215,14.5,7.75,71833.84364406393
143,16.9215,14.5,8.25,87889.33821158663
144,16.9215,14.5,8.75,94284.56908892277
145,18.0885,15.5,0.25,106.2581522666101
146,18.0885,15.5,0.75,810.6760996683338
147,18.0885,15.5,1.25,2269.2631708867416
148,18.0885,15.5,1.75,4462.681737318197
149,18.0885,15.5,2.25,6998.104368040252
150,18.0885,15.5,2.75,9974.777449006018
151,18.0885,15.5,3.25,14011.98028081469
152,18.0885,15.5,3.75,17619.566989246003
153,18.0885,15.5,4.25,23467.360873523736
154,18.0885,15.5,4.75,28735.4535253823
155,18.0885,15.5,5.25,34130.11709625403
156,18.0885,15.5,5.75,39423.71842209245
157,18.0885,15.5,6.25,47030.43320259107
158,18.0885,15.5,6.75,55384.3315338286
159,18.0885,15.5,7.25,60247.93715873083
160,18.0885,15.5,7.75,67863.899567425
161,18.0885,15.5,8.25,78065.92511424409
162,18.0885,15.5,8.75,90724.88328646102
163,19.2555,16.5,0.25,90.19381219192536
164,19.2555,16.5,0.75,824.8050004795265
165,19.2555,16.5,1.25,2217.976688896311
166,19.2555,16.5,1.75,4013.5486808312876
167,19.2555,16.5,2.25,6480.156210694966
168,19.2555,16.5,2.75,9322.412933371748
169,19.2555,16.5,3.25,13451.385731274437
170,19.2555,16.5,3.75,17853.84223623541
171,19.2555,16.5,4.25,21584.885502769775
172,19.2555,16.5,4.75,25084.938631683464
173,19.2555,16.5,5.25,29978.53941114621
174,19.2555,16.5,5.75,37458.382826187175
175,19.2555,16.5,6.25,45360.921960600695
176,19.2555,16.5,6.75,52058.463454564015
177,19.2555,16.5,7.25,55783.87929892482
178,19.2555,16.5,7.75,63661.9561491157
179,19.2555,16.5,8.25,72194.35617296892
180,19.2555,16.5,8.75,85501.34222860461
181,20.4225,17.5,0.25,91.52730463702638
182,20.4225,17.5,0.75,768.0322011340444
183,20.4225,17.5,1.25,2015.6951780208667
184,20.4225,17.5,1.75,3907.1684417162382
185,20.4225,17.5,2.25,5942.906423199979
186,20.4225,17.5,2.75,9245.440624747664
187,20.4225,17.5,3.25,12926.247579678007
188,20.4225,17.5,3.75,16222.884241054377
189,20.4225,17.5,4.25,20710.570501801943
190,20.4225,17.5,4.75,24547.169626771607
191,20.4225,17.5,5.25,27589.34168876473
192,20.4225,17.5,5.75,34664.097638591345
193,20.4225,17.5,6.25,41351.16496035504
194,20.4225,17.5,6.75,51085.9069940137
195,20.4225,17.5,7.25,53286.22293148281
196,20.4225,17.5,7.75,63732.20353074179
197,20.4225,17.5,8.25,69433.56197581242
198,20.4225,17.5,8.75,71852.65149003158
199,21.5895,18.5,0.25,85.77627350117153
200,21.5895,18.5,0.75,683.6702281389532
201,21.5895,18.5,1.25,1925.4184751550383
202,21.5895,18.5,1.75,3557.3201690355113
203,21.5895,18.5,2.25,5438.899924660331
204,21.5895,18.5,2.75,7891.178224307982
205,21.5895,18.5,3.25,11181.56996079706
206,21.5895,18.5,3.75,14648.114303917831
207,21.5895,18.5,4.25,19184.06834223107
208,21.5895,18.5,4.75,23223.665560814312
209,21.5895,18.5,5.25,28653.37085450285
210,21.5895,18.5,5.75,34071.22417966343
211,21.5895,18.5,6.25,38857.09059182499
212,21.5895,18.5,6.75,44906.027632342935
213,21.5895,18.5,7.25,53680.98745669945
214,21.5895,18.5,7.75,62922.67421626533
215,21.5895,18.5,8.25,70289.25914192409
216,21.5895,18.5,8.75,77486.8583905722
